co_code,company_name,date,bse_closing_price,bse_traded_qty,bse_avg_rate,bse_market_cap,nse_opening_price,nse_high_price,nse_low_price,nse_closing_price,nse_returns,nse_traded_qty,nse_traded_val,nse_avg_rate,nse_market_cap,nse_pe,nse_pb,nse_bv_per_share,equity_shares_on_stkdate,KZ Index,Ownership,Quartile
218112,ARIHANT SUPERSTRUCTURES LTD.,2019-03-18,54.95,249.0,56.12,2261.7415,58.95,58.95,54.55,55.6,0.99,3048.0,0.2,55.21,2288.4955,56.5061,1.8737,29.6744,41159991.0,-34.7489754455842,Private (Indian),1
218112,ARIHANT SUPERSTRUCTURES LTD.,2019-03-19,56.75,35704.0,53.2,2335.8295,55.5,56.9,55.05,55.8,1.0,1696.0,0.1,55.78,2296.7275,56.7093,1.8804,29.6744,41159991.0,-34.7489754455842,Private (Indian),1
218112,ARIHANT SUPERSTRUCTURES LTD.,2019-03-20,54.5,6795.0,56.76,2243.2195,55.8,57.95,53.75,55.6,1.0,7565.0,0.4,56.75,2288.4955,56.5061,1.8737,29.6744,41159991.0,-34.7489754455842,Private (Indian),1
218112,ARIHANT SUPERSTRUCTURES LTD.,2019-03-22,54.5,255.0,54.11,2243.2195,54.25,55.95,54.1,54.55,0.98,12311.0,0.7,54.49,2245.2775,55.439,1.8383,29.6744,41159991.0,-34.7489754455842,Private (Indian),1
218112,ARIHANT SUPERSTRUCTURES LTD.,2019-03-25,55.2,778.0,55.43,2272.0315,54.0,56.8,53.0,54.85,1.01,56255.0,3.0,53.19,2257.6255,55.7438,1.8484,29.6744,41159991.0,-34.7489754455842,Private (Indian),1
218112,ARIHANT SUPERSTRUCTURES LTD.,2019-03-26,53.1,15461.0,53.73,2185.5955,52.2,56.85,52.15,53.2,0.97,7242.0,0.4,53.54,2189.7115,54.067,1.7928,29.6744,41159991.0,-34.7489754455842,Private (Indian),1
218112,ARIHANT SUPERSTRUCTURES LTD.,2019-03-27,55.7,214.0,52.04,2292.6115,54.45,55.75,52.2,54.0,1.02,132566.0,7.1,53.75,2222.6395,54.88,1.8197,29.6744,41159991.0,-34.7489754455842,Private (Indian),1
218112,ARIHANT SUPERSTRUCTURES LTD.,2019-03-28,56.9,75.0,53.51,2342.0035,54.9,55.4,52.2,53.2,0.99,11394.0,0.6,53.11,2189.7115,54.067,1.7928,29.6744,41159991.0,-34.7489754455842,Private (Indian),1
218112,ARIHANT SUPERSTRUCTURES LTD.,2019-03-29,54.1,35.0,54.6,2226.7555,54.45,55.35,51.4,52.25,0.98,123936.0,6.5,52.57,2150.6095,53.1015,1.7608,29.6744,41159991.0,-34.7489754455842,Private (Indian),1
218656,SHANKARA BUILDING PRODUCTS LTD.,2019-03-01,431.9,5489.0,433.29,9868.6239,430.3,436.95,428.9,432.2,1.01,61980.0,26.8,432.95,9875.4787,40.0465,2.9788,145.094,22849326.0,-2.838934455917073,Private (Indian),1
218656,SHANKARA BUILDING PRODUCTS LTD.,2019-03-05,453.45,4717.0,450.17,10361.0269,436.0,453.8,434.1,453.8,1.05,47017.0,21.2,449.88,10369.0241,42.0479,3.1276,145.094,22849326.0,-2.838934455917073,Private (Indian),1
218656,SHANKARA BUILDING PRODUCTS LTD.,2019-03-06,473.5,65619.0,473.94,10819.1559,476.45,476.45,462.0,471.8,1.04,221686.0,105.0,473.6,10780.312,43.7158,3.2517,145.094,22849326.0,-2.838934455917073,Private (Indian),1
218656,SHANKARA BUILDING PRODUCTS LTD.,2019-03-07,453.25,19177.0,458.32,10356.457,474.95,479.7,449.1,453.3,0.96,75387.0,34.6,458.8,10357.5995,42.0016,3.1242,145.094,22849326.0,-2.838934455917073,Private (Indian),1
218656,SHANKARA BUILDING PRODUCTS LTD.,2019-03-08,447.45,8561.0,450.87,10223.9309,452.8,462.45,447.0,448.35,0.99,64934.0,29.2,450.12,10244.4953,41.543,3.0901,145.094,22849326.0,-2.838934455917073,Private (Indian),1
218656,SHANKARA BUILDING PRODUCTS LTD.,2019-03-11,469.8,58634.0,468.69,10734.6134,450.5,470.75,450.0,470.05,1.05,225213.0,105.6,468.94,10740.3257,43.5536,3.2396,145.094,22849326.0,-2.838934455917073,Private (Indian),1
218656,SHANKARA BUILDING PRODUCTS LTD.,2019-03-12,470.75,25084.0,475.69,10756.3202,469.0,487.3,462.25,472.6,1.01,119890.0,57.2,476.96,10798.5915,43.7899,3.2572,145.094,22849326.0,-2.838934455917073,Private (Indian),1
218656,SHANKARA BUILDING PRODUCTS LTD.,2019-03-13,459.25,18817.0,462.91,10493.553,472.6,476.0,456.55,458.75,0.97,93312.0,43.3,463.69,10482.1283,42.5066,3.1617,145.094,22849326.0,-2.838934455917073,Private (Indian),1
218656,SHANKARA BUILDING PRODUCTS LTD.,2019-03-14,448.05,7703.0,453.49,10237.6405,459.0,466.0,446.5,448.55,0.98,52640.0,23.9,454.01,10249.0652,41.5615,3.0914,145.094,22849326.0,-2.838934455917073,Private (Indian),1
218656,SHANKARA BUILDING PRODUCTS LTD.,2019-03-15,449.3,11691.0,447.13,10266.2022,448.05,455.8,440.0,444.85,0.99,91012.0,40.5,445.41,10164.5227,41.2187,3.0659,145.094,22849326.0,-2.838934455917073,Private (Indian),1
218656,SHANKARA BUILDING PRODUCTS LTD.,2019-03-18,431.65,13557.0,438.24,9862.9116,449.4,450.3,430.0,434.35,0.98,66190.0,29.1,438.98,9924.6047,40.2458,2.9936,145.094,22849326.0,-2.838934455917073,Private (Indian),1
218656,SHANKARA BUILDING PRODUCTS LTD.,2019-03-19,440.2,16207.0,445.23,10058.2733,435.0,456.0,431.2,435.85,1.0,132493.0,58.8,443.53,9958.8787,40.3847,3.0039,145.094,22849326.0,-2.838934455917073,Private (Indian),1
218656,SHANKARA BUILDING PRODUCTS LTD.,2019-03-20,432.1,8183.0,437.31,9873.1938,436.5,446.95,431.8,434.05,1.0,78768.0,34.6,438.82,9917.75,40.218,2.9915,145.094,22849326.0,-2.838934455917073,Private (Indian),1
218656,SHANKARA BUILDING PRODUCTS LTD.,2019-03-22,419.85,8032.0,423.35,9593.2895,436.0,439.65,420.2,421.75,0.97,61875.0,26.4,426.79,9636.7032,39.0783,2.9067,145.094,22849326.0,-2.838934455917073,Private (Indian),1
218656,SHANKARA BUILDING PRODUCTS LTD.,2019-03-25,404.35,7499.0,407.48,9239.125,421.4,421.4,405.0,407.15,0.97,45369.0,18.5,407.86,9303.1031,37.7255,2.8061,145.094,22849326.0,-2.838934455917073,Private (Indian),1
218656,SHANKARA BUILDING PRODUCTS LTD.,2019-03-26,408.15,7931.0,409.97,9325.9524,410.0,418.0,403.15,406.65,1.0,49367.0,20.2,409.95,9291.6784,37.6792,2.8027,145.094,22849326.0,-2.838934455917073,Private (Indian),1
218656,SHANKARA BUILDING PRODUCTS LTD.,2019-03-27,398.45,8751.0,402.72,9104.3139,410.0,413.9,397.0,399.45,0.98,78635.0,31.9,405.22,9127.1633,37.012,2.753,145.094,22849326.0,-2.838934455917073,Private (Indian),1
218656,SHANKARA BUILDING PRODUCTS LTD.,2019-03-28,409.8,15316.0,414.77,9363.6538,406.35,418.0,403.0,408.05,1.02,108049.0,44.6,412.35,9323.6675,37.8089,2.8123,145.094,22849326.0,-2.838934455917073,Private (Indian),1
218656,SHANKARA BUILDING PRODUCTS LTD.,2019-03-29,408.65,5269.0,410.38,9337.3771,414.0,418.0,406.75,410.15,1.01,63164.0,26.0,411.47,9371.6511,38.0035,2.8268,145.094,22849326.0,-2.838934455917073,Private (Indian),1
219526,CREST VENTURES LTD.,2019-03-01,134.95,235.0,131.64,3839.2971,127.35,132.95,125.45,131.4,1.05,37573.0,4.8,128.27,3738.3004,51.4917,1.1396,115.3085,28449775.0,-1.0584420628710023,Private (Indian),2
219526,CREST VENTURES LTD.,2019-03-05,137.65,72.0,132.97,3916.1115,130.7,136.0,128.0,133.45,1.02,5492.0,0.7,131.34,3796.6225,52.2951,1.1573,115.3085,28449775.0,-1.0584420628710023,Private (Indian),2
219526,CREST VENTURES LTD.,2019-03-06,138.6,381.0,139.72,3943.1388,138.9,143.15,136.65,138.95,1.04,3504.0,0.5,140.26,3953.0962,54.4504,1.205,115.3085,28449775.0,-1.0584420628710023,Private (Indian),2
219526,CREST VENTURES LTD.,2019-03-07,135.9,473.0,136.1,3866.3244,138.05,141.0,135.7,138.55,1.0,2395.0,0.3,138.37,3941.7163,54.2936,1.2016,115.3085,28449775.0,-1.0584420628710023,Private (Indian),2
219526,CREST VENTURES LTD.,2019-03-08,138.0,70.0,137.97,3926.0689,137.55,142.95,134.4,140.5,1.01,5583.0,0.8,138.37,3997.1934,55.0578,1.2185,115.3085,28449775.0,-1.0584420628710023,Private (Indian),2
219526,CREST VENTURES LTD.,2019-03-11,142.3,397.0,142.1,4048.403,141.05,143.5,138.25,139.55,0.99,3919.0,0.6,140.41,3970.1661,54.6855,1.2102,115.3085,28449775.0,-1.0584420628710023,Private (Indian),2
219526,CREST VENTURES LTD.,2019-03-12,146.85,1419.0,143.11,4177.8495,140.1,145.95,139.65,145.0,1.04,9985.0,1.4,143.25,4125.2174,56.8212,1.2575,115.3085,28449775.0,-1.0584420628710023,Private (Indian),2
219526,CREST VENTURES LTD.,2019-03-13,143.25,1014.0,143.08,4075.4303,146.05,149.0,143.15,146.0,1.01,27214.0,4.0,146.06,4153.6672,57.213,1.2662,115.3085,28449775.0,-1.0584420628710023,Private (Indian),2
219526,CREST VENTURES LTD.,2019-03-14,,,,,146.75,151.95,143.25,145.75,1.0,7170.0,1.1,147.75,4146.5547,57.1151,1.264,115.3085,28449775.0,-1.0584420628710023,Private (Indian),2
219526,CREST VENTURES LTD.,2019-03-15,139.25,71.0,145.48,3961.6312,145.7,148.0,145.7,146.45,1.0,1857.0,0.3,146.81,4166.4695,57.3894,1.2701,115.3085,28449775.0,-1.0584420628710023,Private (Indian),2
219526,CREST VENTURES LTD.,2019-03-18,146.2,234.0,144.99,4159.3571,147.05,147.05,144.45,145.55,0.99,2743.0,0.4,145.77,4140.8648,57.0367,1.2623,115.3085,28449775.0,-1.0584420628710023,Private (Indian),2
219526,CREST VENTURES LTD.,2019-03-19,140.85,2.0,140.5,4007.1508,144.0,145.55,142.15,143.2,0.98,1913.0,0.3,143.04,4074.0078,56.1158,1.2419,115.3085,28449775.0,-1.0584420628710023,Private (Indian),2
219526,CREST VENTURES LTD.,2019-03-20,139.85,875.0,140.56,3978.701,143.9,145.0,139.9,141.15,0.99,2518.0,0.4,142.44,4015.6857,55.3125,1.2241,115.3085,28449775.0,-1.0584420628710023,Private (Indian),2
219526,CREST VENTURES LTD.,2019-03-22,135.55,370.0,140.28,3856.367,144.25,144.6,137.15,138.15,0.98,1133.0,0.2,140.61,3930.3364,54.1369,1.1981,115.3085,28449775.0,-1.0584420628710023,Private (Indian),2
219526,CREST VENTURES LTD.,2019-03-25,130.8,436.0,132.69,3721.2306,139.9,139.9,127.0,128.3,0.93,10040.0,1.3,129.79,3650.1061,50.2769,1.1127,115.3085,28449775.0,-1.0584420628710023,Private (Indian),2
219526,CREST VENTURES LTD.,2019-03-26,127.0,4.0,127.0,3613.1214,129.2,132.15,127.05,129.5,1.01,2418.0,0.3,129.81,3684.2459,50.7472,1.1231,115.3085,28449775.0,-1.0584420628710023,Private (Indian),2
219526,CREST VENTURES LTD.,2019-03-27,131.0,648.0,130.97,3726.9205,128.05,131.75,125.1,126.4,0.98,2600.0,0.3,127.05,3596.0516,49.5324,1.0962,115.3085,28449775.0,-1.0584420628710023,Private (Indian),2
219526,CREST VENTURES LTD.,2019-03-28,,,,,128.8,129.65,127.05,128.3,1.02,1184.0,0.2,128.08,3650.1061,50.2769,1.1127,115.3085,28449775.0,-1.0584420628710023,Private (Indian),2
219526,CREST VENTURES LTD.,2019-03-29,129.85,529.0,128.9,3694.2033,130.0,131.55,126.3,129.15,1.01,5686.0,0.7,129.53,3674.2884,50.61,1.12,115.3085,28449775.0,-1.0584420628710023,Private (Indian),2
220218,SHERVANI INDUSTRIAL SYNDICATE LTD.,2019-03-01,551.15,1423.0,551.42,1717.3933,,,,,,,,,,,,,3116018.0,-133.32639196553916,Private (Indian),1
220218,SHERVANI INDUSTRIAL SYNDICATE LTD.,2019-03-05,573.5,2103.0,571.69,1787.0363,,,,,,,,,,,,,3116018.0,-133.32639196553916,Private (Indian),1
220218,SHERVANI INDUSTRIAL SYNDICATE LTD.,2019-03-06,570.8,1118.0,572.74,1778.6231,,,,,,,,,,,,,3116018.0,-133.32639196553916,Private (Indian),1
220218,SHERVANI INDUSTRIAL SYNDICATE LTD.,2019-03-07,585.0,1244.0,584.99,1822.8705,,,,,,,,,,,,,3116018.0,-133.32639196553916,Private (Indian),1
220218,SHERVANI INDUSTRIAL SYNDICATE LTD.,2019-03-08,585.25,1107.0,565.26,1823.6495,,,,,,,,,,,,,3116018.0,-133.32639196553916,Private (Indian),1
220218,SHERVANI INDUSTRIAL SYNDICATE LTD.,2019-03-11,632.85,1822.0,635.12,1971.972,,,,,,,,,,,,,3116018.0,-133.32639196553916,Private (Indian),1
220218,SHERVANI INDUSTRIAL SYNDICATE LTD.,2019-03-12,646.6,1946.0,647.3,2014.8172,,,,,,,,,,,,,3116018.0,-133.32639196553916,Private (Indian),1
220218,SHERVANI INDUSTRIAL SYNDICATE LTD.,2019-03-13,653.0,426.0,654.42,2034.7598,,,,,,,,,,,,,3116018.0,-133.32639196553916,Private (Indian),1
220218,SHERVANI INDUSTRIAL SYNDICATE LTD.,2019-03-14,649.2,388.0,651.99,2022.9189,,,,,,,,,,,,,3116018.0,-133.32639196553916,Private (Indian),1
220218,SHERVANI INDUSTRIAL SYNDICATE LTD.,2019-03-15,642.3,517.0,647.55,2001.4184,,,,,,,,,,,,,3116018.0,-133.32639196553916,Private (Indian),1
220218,SHERVANI INDUSTRIAL SYNDICATE LTD.,2019-03-18,623.35,642.0,629.85,1942.3698,,,,,,,,,,,,,3116018.0,-133.32639196553916,Private (Indian),1
220218,SHERVANI INDUSTRIAL SYNDICATE LTD.,2019-03-19,625.5,453.0,625.33,1949.0693,,,,,,,,,,,,,3116018.0,-133.32639196553916,Private (Indian),1
220218,SHERVANI INDUSTRIAL SYNDICATE LTD.,2019-03-20,621.85,186.0,623.73,1937.6958,,,,,,,,,,,,,3116018.0,-133.32639196553916,Private (Indian),1
220218,SHERVANI INDUSTRIAL SYNDICATE LTD.,2019-03-22,621.95,463.0,623.72,1938.0074,,,,,,,,,,,,,3116018.0,-133.32639196553916,Private (Indian),1
220218,SHERVANI INDUSTRIAL SYNDICATE LTD.,2019-03-25,627.25,583.0,622.67,1954.5223,,,,,,,,,,,,,3116018.0,-133.32639196553916,Private (Indian),1
220218,SHERVANI INDUSTRIAL SYNDICATE LTD.,2019-03-26,615.3,285.0,618.45,1917.2859,,,,,,,,,,,,,3116018.0,-133.32639196553916,Private (Indian),1
220218,SHERVANI INDUSTRIAL SYNDICATE LTD.,2019-03-27,605.1,1100.0,612.95,1885.5025,,,,,,,,,,,,,3116018.0,-133.32639196553916,Private (Indian),1
220218,SHERVANI INDUSTRIAL SYNDICATE LTD.,2019-03-28,616.6,268.0,615.9,1921.3367,,,,,,,,,,,,,3116018.0,-133.32639196553916,Private (Indian),1
220218,SHERVANI INDUSTRIAL SYNDICATE LTD.,2019-03-29,606.7,273.0,613.12,1890.4881,,,,,,,,,,,,,3116018.0,-133.32639196553916,Private (Indian),1
220477,SHILCHAR TECHNOLOGIES LTD.,2019-03-01,323.3,731.0,335.33,1232.8722,,,,,,,,,,,,,3813400.0,-1.753948525787404,Private (Indian),2
220477,SHILCHAR TECHNOLOGIES LTD.,2019-03-05,325.1,100.0,325.01,1239.7363,,,,,,,,,,,,,3813400.0,-1.753948525787404,Private (Indian),2
220477,SHILCHAR TECHNOLOGIES LTD.,2019-03-06,330.3,646.0,331.17,1259.566,,,,,,,,,,,,,3813400.0,-1.753948525787404,Private (Indian),2
220477,SHILCHAR TECHNOLOGIES LTD.,2019-03-08,322.45,387.0,324.17,1229.6308,,,,,,,,,,,,,3813400.0,-1.753948525787404,Private (Indian),2
220477,SHILCHAR TECHNOLOGIES LTD.,2019-03-11,330.0,480.0,327.21,1258.422,,,,,,,,,,,,,3813400.0,-1.753948525787404,Private (Indian),2
220477,SHILCHAR TECHNOLOGIES LTD.,2019-03-12,340.65,62.0,342.18,1299.0347,,,,,,,,,,,,,3813400.0,-1.753948525787404,Private (Indian),2
220477,SHILCHAR TECHNOLOGIES LTD.,2019-03-13,325.0,170.0,329.75,1239.355,,,,,,,,,,,,,3813400.0,-1.753948525787404,Private (Indian),2
220477,SHILCHAR TECHNOLOGIES LTD.,2019-03-14,321.0,82.0,323.45,1224.1014,,,,,,,,,,,,,3813400.0,-1.753948525787404,Private (Indian),2
220477,SHILCHAR TECHNOLOGIES LTD.,2019-03-15,324.95,248.0,315.39,1239.1643,,,,,,,,,,,,,3813400.0,-1.753948525787404,Private (Indian),2
220477,SHILCHAR TECHNOLOGIES LTD.,2019-03-18,337.4,3064.0,337.11,1286.6412,,,,,,,,,,,,,3813400.0,-1.753948525787404,Private (Indian),2
220477,SHILCHAR TECHNOLOGIES LTD.,2019-03-19,337.8,616.0,337.82,1288.1665,,,,,,,,,,,,,3813400.0,-1.753948525787404,Private (Indian),2
220477,SHILCHAR TECHNOLOGIES LTD.,2019-03-20,335.4,3601.0,335.17,1279.0144,,,,,,,,,,,,,3813400.0,-1.753948525787404,Private (Indian),2
220477,SHILCHAR TECHNOLOGIES LTD.,2019-03-22,332.0,500.0,332.0,1266.0488,,,,,,,,,,,,,3813400.0,-1.753948525787404,Private (Indian),2
220477,SHILCHAR TECHNOLOGIES LTD.,2019-03-25,342.9,8418.0,347.95,1307.6149,,,,,,,,,,,,,3813400.0,-1.753948525787404,Private (Indian),2
220477,SHILCHAR TECHNOLOGIES LTD.,2019-03-26,332.4,3751.0,333.21,1267.5742,,,,,,,,,,,,,3813400.0,-1.753948525787404,Private (Indian),2
220477,SHILCHAR TECHNOLOGIES LTD.,2019-03-27,328.0,6268.0,329.1,1250.7952,,,,,,,,,,,,,3813400.0,-1.753948525787404,Private (Indian),2
220477,SHILCHAR TECHNOLOGIES LTD.,2019-03-28,327.25,1129.0,327.89,1247.9352,,,,,,,,,,,,,3813400.0,-1.753948525787404,Private (Indian),2
220477,SHILCHAR TECHNOLOGIES LTD.,2019-03-29,330.0,50.0,330.0,1258.422,,,,,,,,,,,,,3813400.0,-1.753948525787404,Private (Indian),2
220491,SHILP GRAVURES LTD.,2019-03-01,88.85,1084.0,89.36,546.4097,,,,,,,,,,,,,6149800.0,-2.3319896694667195,Private (Indian),2
220491,SHILP GRAVURES LTD.,2019-03-05,91.9,1763.0,89.75,565.1666,,,,,,,,,,,,,6149800.0,-2.3319896694667195,Private (Indian),2
220491,SHILP GRAVURES LTD.,2019-03-06,101.9,5989.0,98.36,626.6646,,,,,,,,,,,,,6149800.0,-2.3319896694667195,Private (Indian),2
220491,SHILP GRAVURES LTD.,2019-03-07,97.4,1809.0,97.71,598.9905,,,,,,,,,,,,,6149800.0,-2.3319896694667195,Private (Indian),2
220491,SHILP GRAVURES LTD.,2019-03-08,99.9,1838.0,98.25,614.365,,,,,,,,,,,,,6149800.0,-2.3319896694667195,Private (Indian),2
220491,SHILP GRAVURES LTD.,2019-03-11,100.2,232.0,98.69,616.21,,,,,,,,,,,,,6149800.0,-2.3319896694667195,Private (Indian),2
220491,SHILP GRAVURES LTD.,2019-03-12,99.85,406.0,99.56,614.0575,,,,,,,,,,,,,6149800.0,-2.3319896694667195,Private (Indian),2
220491,SHILP GRAVURES LTD.,2019-03-13,98.1,601.0,98.18,603.2954,,,,,,,,,,,,,6149800.0,-2.3319896694667195,Private (Indian),2
220491,SHILP GRAVURES LTD.,2019-03-14,99.0,212.0,99.05,608.8302,,,,,,,,,,,,,6149800.0,-2.3319896694667195,Private (Indian),2
220491,SHILP GRAVURES LTD.,2019-03-15,99.0,182.0,99.53,608.8302,,,,,,,,,,,,,6149800.0,-2.3319896694667195,Private (Indian),2
220491,SHILP GRAVURES LTD.,2019-03-18,95.65,1144.0,95.82,588.2284,,,,,,,,,,,,,6149800.0,-2.3319896694667195,Private (Indian),2
220491,SHILP GRAVURES LTD.,2019-03-19,95.2,722.0,97.92,585.461,,,,,,,,,,,,,6149800.0,-2.3319896694667195,Private (Indian),2
220491,SHILP GRAVURES LTD.,2019-03-20,98.0,2711.0,97.33,602.6804,,,,,,,,,,,,,6149800.0,-2.3319896694667195,Private (Indian),2
220491,SHILP GRAVURES LTD.,2019-03-22,91.3,1737.0,92.22,561.4767,,,,,,,,,,,,,6149800.0,-2.3319896694667195,Private (Indian),2
220491,SHILP GRAVURES LTD.,2019-03-25,92.45,2152.0,92.36,568.549,,,,,,,,,,,,,6149800.0,-2.3319896694667195,Private (Indian),2
220491,SHILP GRAVURES LTD.,2019-03-26,91.2,486.0,91.1,560.8618,,,,,,,,,,,,,6149800.0,-2.3319896694667195,Private (Indian),2
220491,SHILP GRAVURES LTD.,2019-03-27,88.4,4743.0,90.18,543.6423,,,,,,,,,,,,,6149800.0,-2.3319896694667195,Private (Indian),2
220491,SHILP GRAVURES LTD.,2019-03-28,90.85,624.0,91.85,558.7093,,,,,,,,,,,,,6149800.0,-2.3319896694667195,Private (Indian),2
220491,SHILP GRAVURES LTD.,2019-03-29,92.8,1752.0,90.96,570.7014,,,,,,,,,,,,,6149800.0,-2.3319896694667195,Private (Indian),2
221166,SHIVA GLOBAL AGRO INDS. LTD.,2019-03-01,35.75,9092.0,36.1,357.2498,,,,,,,,,,,,,9993000.0,-1.1347505455239795,Private (Indian),2
221166,SHIVA GLOBAL AGRO INDS. LTD.,2019-03-05,37.5,17075.0,37.05,374.7375,,,,,,,,,,,,,9993000.0,-1.1347505455239795,Private (Indian),2
221166,SHIVA GLOBAL AGRO INDS. LTD.,2019-03-06,37.5,2492.0,37.61,374.7375,,,,,,,,,,,,,9993000.0,-1.1347505455239795,Private (Indian),2
221166,SHIVA GLOBAL AGRO INDS. LTD.,2019-03-07,36.0,201.0,35.52,359.748,,,,,,,,,,,,,9993000.0,-1.1347505455239795,Private (Indian),2
221166,SHIVA GLOBAL AGRO INDS. LTD.,2019-03-08,37.7,850.0,37.0,376.7361,,,,,,,,,,,,,9993000.0,-1.1347505455239795,Private (Indian),2
221166,SHIVA GLOBAL AGRO INDS. LTD.,2019-03-11,37.0,1844.0,36.42,369.741,,,,,,,,,,,,,9993000.0,-1.1347505455239795,Private (Indian),2
221166,SHIVA GLOBAL AGRO INDS. LTD.,2019-03-12,37.45,6185.0,36.67,374.2378,,,,,,,,,,,,,9993000.0,-1.1347505455239795,Private (Indian),2
221166,SHIVA GLOBAL AGRO INDS. LTD.,2019-03-13,36.5,254.0,36.12,364.7445,,,,,,,,,,,,,9993000.0,-1.1347505455239795,Private (Indian),2
221166,SHIVA GLOBAL AGRO INDS. LTD.,2019-03-14,37.95,551.0,38.03,379.2344,,,,,,,,,,,,,9993000.0,-1.1347505455239795,Private (Indian),2
221166,SHIVA GLOBAL AGRO INDS. LTD.,2019-03-15,36.85,4190.0,35.81,368.2421,,,,,,,,,,,,,9993000.0,-1.1347505455239795,Private (Indian),2
221166,SHIVA GLOBAL AGRO INDS. LTD.,2019-03-18,39.15,2428.0,39.09,391.2259,,,,,,,,,,,,,9993000.0,-1.1347505455239795,Private (Indian),2
221166,SHIVA GLOBAL AGRO INDS. LTD.,2019-03-19,38.0,61.0,37.28,379.734,,,,,,,,,,,,,9993000.0,-1.1347505455239795,Private (Indian),2
221166,SHIVA GLOBAL AGRO INDS. LTD.,2019-03-20,39.55,1955.0,39.29,395.2231,,,,,,,,,,,,,9993000.0,-1.1347505455239795,Private (Indian),2
221166,SHIVA GLOBAL AGRO INDS. LTD.,2019-03-22,36.1,5460.0,36.24,360.7473,,,,,,,,,,,,,9993000.0,-1.1347505455239795,Private (Indian),2
221166,SHIVA GLOBAL AGRO INDS. LTD.,2019-03-25,36.85,2000.0,36.96,368.2421,,,,,,,,,,,,,9993000.0,-1.1347505455239795,Private (Indian),2
221166,SHIVA GLOBAL AGRO INDS. LTD.,2019-03-26,38.45,1598.0,38.57,384.2308,,,,,,,,,,,,,9993000.0,-1.1347505455239795,Private (Indian),2
221166,SHIVA GLOBAL AGRO INDS. LTD.,2019-03-27,36.4,1487.0,37.12,363.7452,,,,,,,,,,,,,9993000.0,-1.1347505455239795,Private (Indian),2
221166,SHIVA GLOBAL AGRO INDS. LTD.,2019-03-28,38.7,1457.0,38.39,386.7291,,,,,,,,,,,,,9993000.0,-1.1347505455239795,Private (Indian),2
221166,SHIVA GLOBAL AGRO INDS. LTD.,2019-03-29,36.65,1287.0,36.82,366.2434,,,,,,,,,,,,,9993000.0,-1.1347505455239795,Private (Indian),2
221335,SHIVALIK BIMETAL CONTROLS LTD.,2019-03-01,104.25,25008.0,103.32,4003.4919,,,,,,,,,,,,,38402800.0,-1.343941963852349,Private (Indian),2
221335,SHIVALIK BIMETAL CONTROLS LTD.,2019-03-05,108.7,67142.0,106.69,4174.3844,,,,,,,,,,,,,38402800.0,-1.343941963852349,Private (Indian),2
221335,SHIVALIK BIMETAL CONTROLS LTD.,2019-03-06,114.45,126797.0,112.26,4395.2005,,,,,,,,,,,,,38402800.0,-1.343941963852349,Private (Indian),2
221335,SHIVALIK BIMETAL CONTROLS LTD.,2019-03-07,121.1,110566.0,120.27,4650.5791,,,,,,,,,,,,,38402800.0,-1.343941963852349,Private (Indian),2
221335,SHIVALIK BIMETAL CONTROLS LTD.,2019-03-08,122.45,35265.0,122.48,4702.4229,,,,,,,,,,,,,38402800.0,-1.343941963852349,Private (Indian),2
221335,SHIVALIK BIMETAL CONTROLS LTD.,2019-03-11,127.5,36689.0,126.16,4896.357,,,,,,,,,,,,,38402800.0,-1.343941963852349,Private (Indian),2
221335,SHIVALIK BIMETAL CONTROLS LTD.,2019-03-12,129.75,39650.0,129.65,4982.7633,,,,,,,,,,,,,38402800.0,-1.343941963852349,Private (Indian),2
221335,SHIVALIK BIMETAL CONTROLS LTD.,2019-03-13,125.8,14961.0,127.04,4831.0722,,,,,,,,,,,,,38402800.0,-1.343941963852349,Private (Indian),2
221335,SHIVALIK BIMETAL CONTROLS LTD.,2019-03-14,124.65,11723.0,125.16,4786.909,,,,,,,,,,,,,38402800.0,-1.343941963852349,Private (Indian),2
221335,SHIVALIK BIMETAL CONTROLS LTD.,2019-03-15,123.05,40740.0,123.9,4725.4645,,,,,,,,,,,,,38402800.0,-1.343941963852349,Private (Indian),2
221335,SHIVALIK BIMETAL CONTROLS LTD.,2019-03-18,127.5,29149.0,127.26,4896.357,,,,,,,,,,,,,38402800.0,-1.343941963852349,Private (Indian),2
221335,SHIVALIK BIMETAL CONTROLS LTD.,2019-03-19,127.05,7925.0,126.49,4879.0757,,,,,,,,,,,,,38402800.0,-1.343941963852349,Private (Indian),2
221335,SHIVALIK BIMETAL CONTROLS LTD.,2019-03-20,127.6,6125.0,126.42,4900.1973,,,,,,,,,,,,,38402800.0,-1.343941963852349,Private (Indian),2
221335,SHIVALIK BIMETAL CONTROLS LTD.,2019-03-22,130.1,99609.0,133.35,4996.2043,,,,,,,,,,,,,38402800.0,-1.343941963852349,Private (Indian),2
221335,SHIVALIK BIMETAL CONTROLS LTD.,2019-03-25,135.55,61327.0,134.48,5205.4995,,,,,,,,,,,,,38402800.0,-1.343941963852349,Private (Indian),2
221335,SHIVALIK BIMETAL CONTROLS LTD.,2019-03-26,136.35,50166.0,137.85,5236.2218,,,,,,,,,,,,,38402800.0,-1.343941963852349,Private (Indian),2
221335,SHIVALIK BIMETAL CONTROLS LTD.,2019-03-27,135.05,41849.0,134.96,5186.2981,,,,,,,,,,,,,38402800.0,-1.343941963852349,Private (Indian),2
